example_id,conversation_id,customer_message,conversation_context,intent,expected_action,escalation_reason,historical_resolution,review_status,annotation_notes
SPOT-GOLD-121,447877,"@SpotifyCares  i cant log into my account and when i try to change the password it says The CSRF token is invalid, please help",None (thread root),account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,"@221114 Hi Nafis! Can you DM us your account's username or email address, along with a screenshot of the error message you're getting? We'll look into this for you /NH https://t.co/ldFdZRiNAt",PENDING_HUMAN_REVIEW,Candidate intent: account_access_and_login. Account verification / password recovery requires private email lookup
SPOT-GOLD-122,2234671,@SpotifyCares Hi my account got hacked and they changed my email address. Can you help?,None (thread root),account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,@544761 Hey! That doesn't sound cool. Could you DM us your username or email address? /I https://t.co/ldFdZRiNAt,PENDING_HUMAN_REVIEW,Candidate intent: account_access_and_login. Account verification / password recovery requires private email lookup
SPOT-GOLD-123,2824409,"wow @115888 - ""Premium for Family"" isn't much use if I can't tell it which are kids (and filter!) and which are adults. ""Spotify for adults who live at the same address"" probably closer...",None (thread root),subscription_and_billing,INFO_PROVISION,N/A,@786908 Hey there! We could see why you'd like to filter explicit tracks. Vote here to show your support for the idea: https://t.co/sOiqGQrIHC /MA,PENDING_HUMAN_REVIEW,"Candidate intent: subscription_and_billing. Explain subscription tier, family plan invite rules, or student discount criteria"
SPOT-GOLD-124,1695015,@115888 @117168 You guys having web player issues by any chance? Keeps making me login over and over.,None (thread root),account_access_and_login,INFO_PROVISION,N/A,"@493459 Hey! Don't worry, we're on it. Our developers are looking into this, and we'll keep everyone updated /DF",PENDING_HUMAN_REVIEW,Candidate intent: account_access_and_login. Provide public password reset link or credential troubleshooting
SPOT-GOLD-125,1689797,@SpotifyCares is the web player down or am I going crazy?,None (thread root),service_outage_and_status,INFO_PROVISION,N/A,"@513021 Hi Stephanie, help's here! Can you let us know your operating system and browser? We'll take a look backstage /XF",PENDING_HUMAN_REVIEW,Candidate intent: service_outage_and_status. Acknowledge known platform issue/outage and inform customer engineers are restoring service
SPOT-GOLD-126,2131424,@SpotifyCares your app stops playing music when i close the app,None (thread root),playback_and_audio,DIRECT_TROUBLESHOOT,N/A,"@627282 Hi Nathan! Can you tell us what device, operating system, and Spotify version you're using? We'll see what we can suggest /NH",PENDING_HUMAN_REVIEW,"Candidate intent: playback_and_audio. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-127,1965505,@SpotifyCares Hey! I want to change my username and profile photo within the android app and unlink my Facebook profile please. DMed you.,None (thread root),account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,"@582614 Hi there, help's here! Could you DM us your account's username or email address? We'll see what we can suggest /RE https://t.co/ldFdZRiNAt",PENDING_HUMAN_REVIEW,Candidate intent: account_access_and_login. Account verification / password recovery requires private email lookup
SPOT-GOLD-128,1970790,@SpotifyCares It’s on every device. It says “Epic collection” and my library is full so I can’t add more songs without deleting them.,"Prior Turn [SpotifyCares (1970789)]: @583772 Hey Dan! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /MT",playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,@583772 Thanks for getting back. There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info at https://t.co/59ABtm5Ftl /AR,PENDING_HUMAN_REVIEW,"Candidate intent: playlist_library_and_curation. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-129,2946131,"@SpotifyCares hi, how do i change the cover image of a playlist?",None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,"@813773 Hi there! You'll need to use the desktop app in order to change your playlist image. For more info, click here: https://t.co/RdBx6bgO3d /AU",PENDING_HUMAN_REVIEW,"Candidate intent: playlist_library_and_curation. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-130,1521686,@SpotifyCares well it appears it is the case as I tried resetting without the ? in the password and it works. This is not communicated at all on the site,Prior Turn [Customer (1521686)]: @SpotifyCares   transferring my groove account is it not possible to use characters like ? in the password.,account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,@472970 Hey there! We've replied to your DM. Check your inbox /LM,PENDING_HUMAN_REVIEW,Candidate intent: account_access_and_login. Account verification / password recovery requires private email lookup
SPOT-GOLD-131,956458,@115888 you need to make it possible to change the username,Prior Turn [Customer (956458)]: Should I create a new spotify acc? Mine is so old and full of songs I don't listen to anymore... and I wanna change my user name uuuugh,account_access_and_login,INFO_PROVISION,N/A,@346944 We hear you 🎧 Rest assured your feedback will be passed on to the right folks /DF,PENDING_HUMAN_REVIEW,Candidate intent: account_access_and_login. Provide public password reset link or credential troubleshooting
SPOT-GOLD-132,1677555,@115888 @SpotifyCares is there a way to say “don’t play this artist ever again”?,None (thread root),music_catalog_and_content,INFO_PROVISION,N/A,"@510263 Hey Michael, we can see how that’d be useful! You can vote for the official idea here: https://t.co/hlXvRg5Zog /KL",PENDING_HUMAN_REVIEW,"Candidate intent: music_catalog_and_content. Explain regional licensing rights, explicit track filtering, or content availability"
SPOT-GOLD-133,2748559,"@SpotifyCares Hello again, the voucher I'm thinking of buying is for a Christmas present for a friend so i want to surprise them.  I know it says on your site the voucher can be sent to a persons email address. Can I choose to have it delivered to my email address even though it's for a friend",Prior Turn [SpotifyCares (2748555)]: @401085 You're welcome! Let us know if you need anything else. We're always... https://t.co/30FxtpFyVv 🙂 /BD,account_access_and_login,INFO_PROVISION,N/A,"@401085 Hi again Declan. Yup, that's possible. Just set your email as the recipient when purchasing the e-card. Hope this helps /JP",PENDING_HUMAN_REVIEW,Candidate intent: account_access_and_login. Provide public password reset link or credential troubleshooting
SPOT-GOLD-134,89536,@SpotifyCares are you aware of the iPhone X / iOS11 bug wherein if a video plays in another app it stops all audio coming from your app? Have to restart each time.,None (thread root),playback_and_audio,DIRECT_TROUBLESHOOT,N/A,"@135367 Hi there. Just to clarify, do you need to restart the app to continue your music, or do you just resume the playback? /LM",PENDING_HUMAN_REVIEW,"Candidate intent: playback_and_audio. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-135,2284415,@SpotifyCares Thanks a bunch. 👍👍👍👍,Prior Turn [SpotifyCares (2284414)]: @663845 Hey! We've just replied to your DM. Check your Messages 🙂 /BM,non_support_or_chatter,INFO_PROVISION,N/A,@663845 No worries! Let us know if we can help you with anything else /BM,PENDING_HUMAN_REVIEW,Candidate intent: non_support_or_chatter. Politely acknowledge feedback or thank customer
SPOT-GOLD-136,366685,"@SpotifyCares Hi, yes it freezes my computer so i have to reboot it. I cant run the app on my laptop at all. Do i need to reinstall it again?",Prior Turn [SpotifyCares (366680)]: @202846 Hey there! We're sorry to hear that. It's not currently possible to turn off automatic update. Are you still having issues with the app? /PB,app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,"@202846 Hmm. Let's narrow down the possible cause first. Are you getting any error messages? If so, can you send us a screenshot? /PB",PENDING_HUMAN_REVIEW,"Candidate intent: app_crash_and_performance. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-137,2398323,@SpotifyCares are you guys working to get Taylor’s new album?,None (thread root),music_catalog_and_content,INFO_PROVISION,N/A,@668871 We’ll have it available to you as soon as it’s available to us! /I,PENDING_HUMAN_REVIEW,"Candidate intent: music_catalog_and_content. Explain regional licensing rights, explicit track filtering, or content availability"
SPOT-GOLD-138,130893,"@115888 Offer not getting applied, can you help?",Prior Turn [Customer (130893)]: Premium gives you unlimited skips. Get 3 months now for just 0.99 CAD. https://t.co/DA4QGINkEW,ambiguous_vague,CLARIFICATION_PROMPT,N/A,@145549 Hey! Could you send us a DM with your account's email address? We'll take a look backstage and see what we can suggest /BI https://t.co/ldFdZRiNAt,PENDING_HUMAN_REVIEW,"Candidate intent: ambiguous_vague. Ask customer for device model, OS version, and exact error behavior before diagnosing"
SPOT-GOLD-139,1077076,@SpotifyCares It doesn’t crash but it plays an ad right directly after it says I’m getting my thirty minutes,Prior Turn [SpotifyCares (1077075)]: @374112 Hey! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /NY,app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,"@374112 Got it. Just to check, did you definitely watch the video ad that grants you 30 minutes ad-free listening after hearing the offer? /NY",PENDING_HUMAN_REVIEW,"Candidate intent: app_crash_and_performance. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-140,1554532,".@SpotifyCares why when I have a massive list of music on shuffle, does it only circulate through three artists? And why does your android app/desktop app suck at picking up other devices? C'mon now!!  #lets👏code👏better👏 #uninstallreinstall #forcestop #bugs",None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,"@480817 Hey! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od. As for your other issue, does restarting your connection help? /NQ",PENDING_HUMAN_REVIEW,"Candidate intent: playlist_library_and_curation. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-141,1803782,I wish the @115888 time capsule playlist rotated. Like a new selection of songs from a diff period of time every week or month.,None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,"@183147 Hey there, this sounds like a great idea! Suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users 🙂 /KL",PENDING_HUMAN_REVIEW,"Candidate intent: playlist_library_and_curation. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-142,1067216,@115888 Look at this shit. You can't even uninstall it without the damn uninstaller crashing. Why the fuck should we pay for this again? https://t.co/J5YKObC8zb,"Prior Turn [Customer (1067216)]: @115888 Sure starting to miss Groove already, at least it would work worth a shit. Care to make sure your app installs and opens correctly?",app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,"@371846 Hey, sorry about that. Could you let us know what operating system and Spotify version you're using? We'll check backstage /RK",PENDING_HUMAN_REVIEW,"Candidate intent: app_crash_and_performance. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-143,2877437,@SpotifyCares I bought premium student today and you guys charged me didn't but change my account status to premium,None (thread root),subscription_and_billing,ESCALATE_TO_HUMAN_DM,BILLING_RECEIPT_OR_PAYMENT_VERIFICATION,@798718 Hey Adam! Can you DM us your account's email address or username? We'll take a look backstage /RH https://t.co/ldFdZRiNAt,PENDING_HUMAN_REVIEW,Candidate intent: subscription_and_billing. Requires private transaction details or billing system lookup
SPOT-GOLD-144,442492,How do I setup @115888 w GoogleHome so after playing a specific song it continues to play songs by that artist.,None (thread root),music_catalog_and_content,INFO_PROVISION,N/A,@219902 Hi there! Check out more info about Spotify on Google Home here: https://t.co/6tXVssl5I5. Let us know if you're getting the same issue /JM,PENDING_HUMAN_REVIEW,"Candidate intent: music_catalog_and_content. Explain regional licensing rights, explicit track filtering, or content availability"
SPOT-GOLD-145,2286066,@SpotifyCares please help me get back into my spotify account.  it got hacked and then your customer service apparently canceled my account and I can't use the chat or the help site because i can't log in.,None (thread root),account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,@664298 No worries. This is something for our Accounts team. You should receive an email from them shortly /AR,PENDING_HUMAN_REVIEW,Candidate intent: account_access_and_login. Account verification / password recovery requires private email lookup
SPOT-GOLD-146,1095349,@115888 Can you tell me where to find what email address my account is registered? Forgot my password but not sure where it’s sent to ...,None (thread root),account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,"@378482 Hey Paul, help's here! Could you DM us your account's username? We'll look backstage 🔍 /DQ https://t.co/ldFdZRiNAt",PENDING_HUMAN_REVIEW,Candidate intent: account_access_and_login. Account verification / password recovery requires private email lookup
SPOT-GOLD-147,812492,@SpotifyCares Heyy! I've been experiencing problems again lately with downloading music through my cellular data. Mond if you cab help me?,None (thread root),offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,"@313597 Hey there! What's happening exactly? Can you let us know the device, operating system, and app version you're using? /PB",PENDING_HUMAN_REVIEW,"Candidate intent: offline_listening_and_downloads. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-148,1172349,@SpotifyCares can I also choose an annual payment? For Premium,None (thread root),subscription_and_billing,INFO_PROVISION,N/A,@395755 Hi Chris! Can you let us know which country your account is registered in? We'll take a look backstage /GT,PENDING_HUMAN_REVIEW,"Candidate intent: subscription_and_billing. Explain subscription tier, family plan invite rules, or student discount criteria"
SPOT-GOLD-149,925780,@115888 and I know it's not actually a wrong password because again it works on my desktop. About to cancel and go to Google music,None (thread root),account_access_and_login,INFO_PROVISION,N/A,@339681 2: everytime you try to log in? We'll figure out what's going on backstage /RR https://t.co/ldFdZR1cbT,PENDING_HUMAN_REVIEW,Candidate intent: account_access_and_login. Provide public password reset link or credential troubleshooting
SPOT-GOLD-150,1659872,@SpotifyCares I am trying to remove the below song that’s greyed out-it was a local file and it will not budge-what do I do? https://t.co/viuZ6hLq2j,None (thread root),music_catalog_and_content,INFO_PROVISION,N/A,@506389 Hi there! We suggest removing the track from your folder then sync it again. Keep us in the loop /JM,PENDING_HUMAN_REVIEW,"Candidate intent: music_catalog_and_content. Explain regional licensing rights, explicit track filtering, or content availability"
SPOT-GOLD-151,2225668,"@SpotifyCares why do my downloaded albums keep being undownloaded? Samsung S7, upto date Android.",None (thread root),offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,@649719 Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /DR,PENDING_HUMAN_REVIEW,"Candidate intent: offline_listening_and_downloads. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-152,772237,@116130 @115888 hello Spotify. Can you advise if you are working on equaliser settings for Chromecast? The sound is flat without it...,None (thread root),playback_and_audio,DIRECT_TROUBLESHOOT,N/A,@304462 2: something you'd like to see. You can also add your vote to the idea here: https://t.co/feQez5RIdd to help make it happen /LM,PENDING_HUMAN_REVIEW,"Candidate intent: playback_and_audio. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-153,190088,"@SpotifyCares hi, I just want to double check that I put my address in correctly for the family plan. Is there some way to check that?",None (thread root),subscription_and_billing,INFO_PROVISION,N/A,@160570 Hi! We're afraid you can't view or change the address you've registered when you signed up as the owner of Premium for Family /QI,PENDING_HUMAN_REVIEW,"Candidate intent: subscription_and_billing. Explain subscription tier, family plan invite rules, or student discount criteria"
SPOT-GOLD-154,2011750,"So @115888 work this out, ""listen 2 the short advert n get 30min ad free music"" 6 min later ""listen.."" repeat. (also add ad is listened to)",None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,"@594886 Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /NY",PENDING_HUMAN_REVIEW,"Candidate intent: playlist_library_and_curation. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-155,1516278,"Hi @SpotifyCares, i can't login to my account, i want to reset my password and can't get the link on my email. Can you help me to check?",None (thread root),account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,@471802 Hi Ridha! Can you send us a DM with your username or email address? We'll take a look backstage /NH https://t.co/ldFdZRiNAt,PENDING_HUMAN_REVIEW,Candidate intent: account_access_and_login. Account verification / password recovery requires private email lookup
SPOT-GOLD-156,2959361,@115888 Can you help me with undoing Facebook login??,None (thread root),account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,@816779 Hey! Can you DM us your account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt,PENDING_HUMAN_REVIEW,Candidate intent: account_access_and_login. Account verification / password recovery requires private email lookup
SPOT-GOLD-157,2203819,@SpotifyCares I've already done that and been told to contact some one else to claim my refund. It's ridic!,Prior Turn [SpotifyCares (2203818)]: @644397 Hey there! Can you fire over your account's username or email address via DM? We'll see what's happening backstage /JM https://t.co/ldFdZRiNAt,subscription_and_billing,ESCALATE_TO_HUMAN_DM,BILLING_RECEIPT_OR_PAYMENT_VERIFICATION,"@644397 Hmm, we're afraid we're not seeing any other conversations on our end. Just to check, did you talk to our Email or Chat teams? /JM",PENDING_HUMAN_REVIEW,Candidate intent: subscription_and_billing. Requires private transaction details or billing system lookup
SPOT-GOLD-158,1787392,@SpotifyCares My account is considered as not active when I'm currently using it and I can't log in on the desktop site due to it.,None (thread root),account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,"@536978 Hey! Can you send us a screenshot of what you're seeing? Also, can you DM us your account's email address? We'll take a look /SJ https://t.co/ldFdZRiNAt",PENDING_HUMAN_REVIEW,Candidate intent: account_access_and_login. Account verification / password recovery requires private email lookup
SPOT-GOLD-159,468344,@115888 Can I suggest doing promos for long term subscribers too??,Prior Turn [Customer (468344)]: Premium gives you unlimited skips. Get 3 months now for just $0.99. https://t.co/4vP0OoZT8b,ambiguous_vague,CLARIFICATION_PROMPT,N/A,@497318 Hey Travis. Thanks for the feedback – we appreciate it! We’ll get this passed onto the right team /QI,PENDING_HUMAN_REVIEW,"Candidate intent: ambiguous_vague. Ask customer for device model, OS version, and exact error behavior before diagnosing"
SPOT-GOLD-160,325611,"@SpotifyCares I was just wondering if (and if so why) the album ""revenge"" by xxxtentacion was taken down???? :))",Prior Turn [SpotifyCares (325609)]: @193568 Hey there! Can you let us know what we can help you with? We'll be happy to lend a hand /LM,multi_intent,DIRECT_TROUBLESHOOT,N/A,"@193568 Gotcha. Sometimes content becomes unavailable due to licensing. More info at https://t.co/YlV1IAXwsi. Any other questions, just shout /LM",PENDING_HUMAN_REVIEW,Candidate intent: multi_intent. Acknowledge primary symptom and offer initial isolation steps
SPOT-GOLD-161,1839176,"@SpotifyCares ..but when I try to reset my password, it says I need to login with my facebook.","Prior Turn [Customer (1839176)]: @SpotifyCares trying to log into my account on web and player with facebook. when i try login, says my account isnt registered with facebook",account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,"@551201 Hey Joe, help's here! Could you DM us your account's username or email address? We'll take a look backstage /GU https://t.co/ldFdZRiNAt",PENDING_HUMAN_REVIEW,Candidate intent: account_access_and_login. Account verification / password recovery requires private email lookup
SPOT-GOLD-162,2674463,@115888 is #reputation gonna be available soon? :(,None (thread root),ambiguous_vague,CLARIFICATION_PROMPT,N/A,"@752880 Hey! We’ll have it available to you as soon as it’s available to us! For now, check out the singles: https://t.co/3h0TnPWP0c /BD",PENDING_HUMAN_REVIEW,"Candidate intent: ambiguous_vague. Ask customer for device model, OS version, and exact error behavior before diagnosing"
SPOT-GOLD-163,544573,"@SpotifyCares dear admin, how can I display the lyrics on spotify via android phone ? Thanks",None (thread root),music_catalog_and_content,INFO_PROVISION,N/A,"@232355 Hi there. The Spotify app does not have a built-in lyrics feature yet, but you can install Musixmatch if you'd like to have lyrics with the tracks you play in Spotify. There's more info here: https://t.co/XQrxFTRpil. Let us know if you have any other questions /LM",PENDING_HUMAN_REVIEW,"Candidate intent: music_catalog_and_content. Explain regional licensing rights, explicit track filtering, or content availability"
SPOT-GOLD-164,6486,@117153 @SpotifyCares When it will boom down to Indian market? #cantwaitmore,Prior Turn [Customer (6486)]: Phew! Everything should be back to normal now. Let @SpotifyCares know if you’re still having issues.,service_outage_and_status,INFO_PROVISION,N/A,@563555 Hey! We're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP /RC,PENDING_HUMAN_REVIEW,Candidate intent: service_outage_and_status. Acknowledge known platform issue/outage and inform customer engineers are restoring service
SPOT-GOLD-165,485507,@SpotifyCares I can't log into my account and password reset tokens are broken. Help! Username: 99CENTSPECIAL,None (thread root),account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,"@230507 Hey Janelle, help's here! Does logging out &gt; restarting the device &gt; logging back in help? Keep us in the loop /JX",PENDING_HUMAN_REVIEW,Candidate intent: account_access_and_login. Account verification / password recovery requires private email lookup
SPOT-GOLD-166,1148119,@SpotifyCares how do i follow my daughter on spotify who doesnt have a facebook account but has a a spotify account?,None (thread root),ambiguous_vague,CLARIFICATION_PROMPT,N/A,@390201 Hey there! We have more info about this here: https://t.co/OTTdhlTtX7. Let us know if you have any questions /MC,PENDING_HUMAN_REVIEW,"Candidate intent: ambiguous_vague. Ask customer for device model, OS version, and exact error behavior before diagnosing"
SPOT-GOLD-167,1759269,"@529540 @SpotifyCares It's there, but every time I try to play it I get ""This song is not available.  If you have the file on your computer you can import it.""","Prior Turn [Customer (1759268)]: @529539 @SpotifyCares Still there for me, dude!",music_catalog_and_content,INFO_PROVISION,N/A,"@529539 Hi Mike, help's here! Are you experiencing this issue with Beck's tracks alone? What device/OS are you using? /RR",PENDING_HUMAN_REVIEW,"Candidate intent: music_catalog_and_content. Explain regional licensing rights, explicit track filtering, or content availability"
SPOT-GOLD-168,155385,"@SpotifyCares hello, i wanna ask. How bout the student who doesn't have any cc for payment? Can we still get that promo? https://t.co/uhTeTHgCkw",None (thread root),subscription_and_billing,ESCALATE_TO_HUMAN_DM,BILLING_RECEIPT_OR_PAYMENT_VERIFICATION,@151643 Hey there! Can you DM us your account's username or email address? We'll have a look backstage /AG https://t.co/ldFdZRiNAt,PENDING_HUMAN_REVIEW,Candidate intent: subscription_and_billing. Requires private transaction details or billing system lookup
SPOT-GOLD-169,464473,"@SpotifyCares Hi. Is there a way to listen to artists without it affecting the discover weekly playlist (which I love, by the way!) or can you add a “ghost mode” of sorts so I can listen/test artists without affecting that playlist? @147836 @115888",None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,@225443 @147836 Hey Mark! Check out our Private listening feature here: https://t.co/YiFQ2nYSQL. We hope this helps /AB,PENDING_HUMAN_REVIEW,"Candidate intent: playlist_library_and_curation. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-170,411619,my spotify on my mac keeps crashing please help @SpotifyCares,None (thread root),app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,@213195 Hey Emily! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /RV,PENDING_HUMAN_REVIEW,"Candidate intent: app_crash_and_performance. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-171,2825209,"@SpotifyCares Hit play &amp; it stops. Anything from 1 to 3 secs. Working fine now. Does happen 2 to 4 times a week. Sorts itself in mins to an hour, as you keep checking. Using an HP Spectre x2 laptop (detachable) Windows 10. I've looked through Settings for 'search for updates' but to avail.","Prior Turn [SpotifyCares (2825207)]: @787069 Hey there, we understand how you feel about this. What's happening exactly? Can you also let us know the operating system and Spotify version you're using? We'll see what we can suggest /AY",playback_and_audio,DIRECT_TROUBLESHOOT,N/A,"@787069 Thanks for the info. Just to check, are you using a shared/public or private WiFi connection? If you're at home, can you restart your router? Let us know how everything plays out /WP",PENDING_HUMAN_REVIEW,"Candidate intent: playback_and_audio. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-172,275584,Dear @115888 where did my 1000s of saved songs go from the last two years????!!!!!????,None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,"@181824 Hey Hailey, help's here. Just to check, are all your saved songs missing or just some? Can you still see your playlists? /AY",PENDING_HUMAN_REVIEW,"Candidate intent: playlist_library_and_curation. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-173,728613,@SpotifyCares Nothing. It just suddenly stops.,Prior Turn [SpotifyCares (728611)]: @294538 Hi there! Do you get any specific error messages? Does restarting the app help at all? /ST,playback_and_audio,DIRECT_TROUBLESHOOT,N/A,"@294538 Does it happen over WiFi, 3G/4G, or both? Could you try restarting your phone to see if that helps? /ST",PENDING_HUMAN_REVIEW,"Candidate intent: playback_and_audio. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-174,1106335,@SpotifyCares the share option on my pixel crashes the app. If I re install am I going to lose all my downloaded music?,None (thread root),multi_intent,DIRECT_TROUBLESHOOT,N/A,@381096 2: all your saved songs and playlists for offline use. Hope that clears things up /DD,PENDING_HUMAN_REVIEW,Candidate intent: multi_intent. Acknowledge primary symptom and offer initial isolation steps
SPOT-GOLD-175,2917770,#Spotify down @131098? https://t.co/1rnSlIMvVn,None (thread root),service_outage_and_status,INFO_PROVISION,N/A,@807603 Hey Fiona! Everything should be running smoothly now. Let us know if this is still happening /GS,PENDING_HUMAN_REVIEW,Candidate intent: service_outage_and_status. Acknowledge known platform issue/outage and inform customer engineers are restoring service
SPOT-GOLD-176,2842907,Oi @115888 a load of my playlists vanished.,None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,"@790943 Hey there! You can recover your deleted playlists by following the steps here: https://t.co/QKmbU0l1GC. We hope this helps. If you have any other questions, just give us a shout /NG",PENDING_HUMAN_REVIEW,"Candidate intent: playlist_library_and_curation. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-177,2981105,@115888 i just updated my app and it keeps crashing what do i do,None (thread root),app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,"@822220 Hey Alex! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /LO",PENDING_HUMAN_REVIEW,"Candidate intent: app_crash_and_performance. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-178,889539,@SpotifyCares Thank you for reply!,Prior Turn [SpotifyCares (889537)]: @331185 Hey there. Sometimes content gets removed because of licensing changes. Hopefully we'll have it available again soon! /BH,non_support_or_chatter,INFO_PROVISION,N/A,@331185 You're welcome! If anything else comes up just give us a shout. We're here around the clock 🙂 /BH,PENDING_HUMAN_REVIEW,Candidate intent: non_support_or_chatter. Politely acknowledge feedback or thank customer
SPOT-GOLD-179,228063,"Hey @115888 , I'm getting real tired of not being able to listen to music and have the app crash all the time.  Please fix it. https://t.co/c1kQ9g7Hej",None (thread root),app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,"@170378 Hey, help's here! Can you let us know your device, as well as the Android and Spotify versions? We'll see what we can suggest /JP",PENDING_HUMAN_REVIEW,"Candidate intent: app_crash_and_performance. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-180,1970803,@115888 I can’t listen to my music offline when your app repeatedly deletes my music and makes me redownload it twice a week https://t.co/b6fZ9J5uHx,None (thread root),offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,"@583775 1: Hey Kayla, sorry to hear that! Check out the steps under “Downloads unexpectedly removed”...",PENDING_HUMAN_REVIEW,"Candidate intent: offline_listening_and_downloads. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-181,504281,"Hey @115888 I have an idea; why don't we encode playlist identifiers in the stream so we can ""Shazam"" for playlists? #dinneratarestaurrant",None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,@235572 Hey Andreas! We can see how that’d be handy. We can’t make any promises but we’ll pass your feedback onto the right folks 🙂 /JI,PENDING_HUMAN_REVIEW,"Candidate intent: playlist_library_and_curation. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
