example_id,conversation_id,customer_message,conversation_context,intent,expected_action,escalation_reason,historical_resolution,review_status,annotation_notes,proposed_intent,proposed_expected_action,proposed_escalation_reason,reviewed_by,reviewed_at,ai_proposed_intent,ai_proposed_expected_action,ai_proposed_escalation_reason,ai_confidence,ai_agrees_with_candidate
SPOT-GOLD-094,2426246,"@SpotifyCares Whenever I play audio from another source while Spotify is playing I have to restart Spotify to have it play sound again.   When it gets interrupted it doesn’t recognize that as a trigger to pause anymore. It’s fine if I pause first, then use another source and hit play again.","Prior Turn [SpotifyCares (2426250)]: @696713 Hey Yassine! Just to confirm, are you also experiencing the same issue? If you could tell us more about what's happening, that'd be handy /AY",playback_and_audio,DIRECT_TROUBLESHOOT,N/A,@696713 Got it. Could you confirm the exact iOS and Spotify version you're using? We'll take a closer look /KB,VERIFIED,AI recommendation based on diagnostic symptoms: playback_and_audio -> DIRECT_TROUBLESHOOT.,playback_and_audio,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:44.230103,playback_and_audio,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-095,1852415,Hui @148611 bat ito na lang version ng Crash Into Me? Nawala ung recorded version. Ansakit-sakit! https://t.co/M0tTJLeeN7,None (thread root),app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,@554379 2: licensing changes. Hopefully we'll have it available again soon. More info here: https://t.co/0i8GpimuDa /LO,VERIFIED,AI recommendation based on diagnostic symptoms: app_crash_and_performance -> DIRECT_TROUBLESHOOT.,app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:44.383313,app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-096,1062560,"@SpotifyCares the app is: difficult to navigate, clunky, doesn’t even sort of mirror spotify for web/mobile/etc., doesn’t give options + my playlists.",Prior Turn [SpotifyCares (1062558)]: @370894 Hey! Help's here. Can you let us know what's happening exactly? We'll be waiting for your reply /MG,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,@370894 Got it. We have some info about the Spotify app on Roku here: https://t.co/titMn0j3Im. Give us a shout if there's anything else /MG,VERIFIED,AI recommendation based on diagnostic symptoms: playlist_library_and_curation -> DIRECT_TROUBLESHOOT.,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:44.546046,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-097,44420,"@SpotifyCares where's Bonzo goes to Bitburg by Ramones? In fact, the whole album, Animal boy, is not available. Wtf.",None (thread root),music_catalog_and_content,INFO_PROVISION,N/A,"@125856 Hey Lucas! Just to check, what country is your Spotify account set to? /MT",VERIFIED,"Catalog licensing, country availability, or explicit track filtering inquiry.",music_catalog_and_content,INFO_PROVISION,N/A,human,2026-09-13T15:57:44.708395,music_catalog_and_content,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-098,2677483,@SpotifyCares what can I do to resolve this? Is not my car because I was listening normally the last week and everything worked properly.,None (thread root),ambiguous_vague,CLARIFICATION_PROMPT,N/A,"@753532 Hey there! Can you let us know the device, operating system, and Spotify version you're running? We'll see what we can suggest /PL",VERIFIED,AI recommendation based on diagnostic symptoms: ambiguous_vague -> CLARIFICATION_PROMPT.,ambiguous_vague,CLARIFICATION_PROMPT,N/A,human,2026-09-13T15:58:26.850048,ambiguous_vague,CLARIFICATION_PROMPT,N/A,MEDIUM,True
SPOT-GOLD-099,2314340,"@SpotifyCares please stop playing suggested tracks, it wastes all my skips 😩",None (thread root),playback_and_audio,DIRECT_TROUBLESHOOT,N/A,"@671100 Hi there! To reduce the number of Suggested Tracks you get, try adding more artists into your playlists /AK",VERIFIED,AI recommendation based on diagnostic symptoms: playback_and_audio -> DIRECT_TROUBLESHOOT.,playback_and_audio,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:44.863943,playback_and_audio,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-100,1814532,@SpotifyCares I keep seeing albums and songs I've never listened to showing up on my Playlist. I think someone is accessing my account,None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,"@545094 Hey Paul, that's not cool! Can you DM us your account's email address or username? We'll take a look backstage /MT https://t.co/ldFdZRiNAt",VERIFIED,AI recommendation based on diagnostic symptoms: playlist_library_and_curation -> DIRECT_TROUBLESHOOT.,playlist_library_and_curation,ESCALATE_TO_HUMAN_DM,PERSISTENT_BUG_INTERNAL_LOGS,human,2026-09-13T15:58:27.068822,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,MEDIUM,False
SPOT-GOLD-101,2095198,all I really want is for @130008 version of Can't Help Falling in Love to be on @115888,None (thread root),ambiguous_vague,CLARIFICATION_PROMPT,N/A,@618983 Hey Aaliyah! We’ll have it available to you as soon as it’s available to us. https://t.co/0i8GpimuDa /LO,VERIFIED,AI recommendation based on diagnostic symptoms: ambiguous_vague -> CLARIFICATION_PROMPT.,ambiguous_vague,CLARIFICATION_PROMPT,N/A,human,2026-09-13T15:58:27.253237,ambiguous_vague,CLARIFICATION_PROMPT,N/A,MEDIUM,True
SPOT-GOLD-102,1355013,@SpotifyCares - please be advised that my spotify subscription is no longer working with my provider rogers.  __email__,None (thread root),subscription_and_billing,INFO_PROVISION,N/A,@435977 Hey! We'd suggest deleting your tweet as it contains private info. Can you DM us instead? /CX https://t.co/ldFdZRiNAt,VERIFIED,AI recommendation based on diagnostic symptoms: subscription_and_billing -> INFO_PROVISION.,subscription_and_billing,ESCALATE_TO_HUMAN_DM,BILLING_RECEIPT_OR_PAYMENT_VERIFICATION,human,2026-09-13T15:58:27.421288,subscription_and_billing,INFO_PROVISION,N/A,HIGH,False
SPOT-GOLD-103,2853048,@115888 why isn't the pretty reckless first album on Spotify?,None (thread root),music_catalog_and_content,INFO_PROVISION,N/A,"@793162 Hey there! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /DB",VERIFIED,AI recommendation based on diagnostic symptoms: music_catalog_and_content -> INFO_PROVISION.,music_catalog_and_content,INFO_PROVISION,N/A,human,2026-09-13T15:57:45.018749,music_catalog_and_content,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-104,1199036,Now we wait for the apps to update to fit the iPhone X - I'm looking at you @219120 @160285 @52058 @115888 😫,None (thread root),ambiguous_vague,CLARIFICATION_PROMPT,N/A,@401713 2: More info here: https://t.co/vHqjftXuQ0. Let us know if you need anything else /LP,VERIFIED,AI recommendation based on diagnostic symptoms: ambiguous_vague -> CLARIFICATION_PROMPT.,ambiguous_vague,CLARIFICATION_PROMPT,N/A,human,2026-09-13T15:58:27.577563,ambiguous_vague,CLARIFICATION_PROMPT,N/A,MEDIUM,True
SPOT-GOLD-105,2545919,@SpotifyCares I have to use the username that looks like this- haggayudbdudjghdnhdd instead of the one I created,None (thread root),account_access_and_login,INFO_PROVISION,N/A,"@723633 Hey! We're afraid we didn't find any accounts with the username ""haggayudbdudjghdnhdd"". Can you let us know the email addresses registered on both of your accounts via DM? We'll take a look backstage /RC https://t.co/ldFdZRiNAt",VERIFIED,AI recommendation based on diagnostic symptoms: account_access_and_login -> INFO_PROVISION.,account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,human,2026-09-13T15:58:27.793804,account_access_and_login,INFO_PROVISION,N/A,HIGH,False
SPOT-GOLD-106,1816162,@SpotifyCares why is my Spotify playing random songs when the app is closed? I changed my password and logged out of everywhere,None (thread root),account_access_and_login,INFO_PROVISION,N/A,@470064 Hey Ashley! That doesn't sound good. Can you DM us your account's email address? We'll check things backstage /RI https://t.co/ldFdZRiNAt,VERIFIED,AI recommendation based on diagnostic symptoms: account_access_and_login -> INFO_PROVISION.,account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,human,2026-09-13T15:58:27.909760,account_access_and_login,INFO_PROVISION,N/A,HIGH,False
SPOT-GOLD-107,404222,"@SpotifyCares Really getting fed up with this app that can’t maintain downloaded files, has been a problem for over a year for me",Prior Turn [Customer (404222)]: .@SpotifyCares standing at an airport terminal and found that my iPhone Spotify app deleted my entire downloaded library for the 12th time.,offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,@211677 2: at https://t.co/38J7tFlIBF. They should help with this /SY,VERIFIED,AI recommendation based on diagnostic symptoms: offline_listening_and_downloads -> DIRECT_TROUBLESHOOT.,offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:45.193277,offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-108,2734626,@115888 what the hell is going on i would like to enjoy my music without it stopping every 30 seconds.,None (thread root),playback_and_audio,DIRECT_TROUBLESHOOT,N/A,@766430 Hey there! Can you DM us your account's email address and username? We'll take a look backstage /KL https://t.co/ldFdZRiNAt,VERIFIED,AI recommendation based on diagnostic symptoms: playback_and_audio -> DIRECT_TROUBLESHOOT.,playback_and_audio,ESCALATE_TO_HUMAN_DM,PERSISTENT_BUG_INTERNAL_LOGS,human,2026-09-13T15:58:28.066838,playback_and_audio,DIRECT_TROUBLESHOOT,N/A,MEDIUM,False
SPOT-GOLD-109,1033326,@SpotifyCares Thank you😊😊     I'm from Croatia,Prior Turn [SpotifyCares (1033324)]: @364477 Hi Ana! Help's here. Can you let us know which country you're from? We'll have this checked for you /DD,non_support_or_chatter,INFO_PROVISION,N/A,@364477 2: Be sure to add your email at https://t.co/X8DVSX9QgM /DD,VERIFIED,AI recommendation based on diagnostic symptoms: non_support_or_chatter -> INFO_PROVISION.,non_support_or_chatter,INFO_PROVISION,N/A,human,2026-09-13T15:57:45.351748,non_support_or_chatter,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-110,2296742,"@SpotifyCares Thanks for the prompt response! My phone seems to be recognised as multiple devices on the 'Manage Offline Devices' screen, which could be the source of the trouble.","Prior Turn [SpotifyCares (2296740)]: @666789 Hi Alan, sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help out /NY",offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,@666789 No worries! Can you DM us your account's email address? We'll check under the hood /NY https://t.co/ldFdZRiNAt,VERIFIED,AI recommendation based on diagnostic symptoms: offline_listening_and_downloads -> DIRECT_TROUBLESHOOT.,offline_listening_and_downloads,ESCALATE_TO_HUMAN_DM,PERSISTENT_BUG_INTERNAL_LOGS,human,2026-09-13T15:58:29.298104,offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,MEDIUM,False
SPOT-GOLD-111,372630,@SpotifyCares please answer my message I sent to y’all,None (thread root),ambiguous_vague,CLARIFICATION_PROMPT,N/A,"@204292 Hey Emily, help's here! We've just sent you a bit more info over DM. We'll carry on helping out there /TB https://t.co/ldFdZRiNAt",VERIFIED,AI recommendation based on diagnostic symptoms: ambiguous_vague -> CLARIFICATION_PROMPT.,ambiguous_vague,CLARIFICATION_PROMPT,N/A,human,2026-09-13T15:58:30.459423,ambiguous_vague,CLARIFICATION_PROMPT,N/A,MEDIUM,True
SPOT-GOLD-112,745220,.@115888 there is one ad for a haunted house by me that is so creepy that is triggering my fear of clowns. Please stop this ad.,None (thread root),playback_and_audio,DIRECT_TROUBLESHOOT,N/A,"@298150 Sorry Rebecca, we didn't mean to scare you! We'll pass your feedback on to our Ads team /KL",VERIFIED,AI recommendation based on diagnostic symptoms: playback_and_audio -> DIRECT_TROUBLESHOOT.,playback_and_audio,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:45.491882,playback_and_audio,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-113,1074368,"@SpotifyCares Why is it a 10,000 song limit?",Prior Turn [SpotifyCares (1074369)]: @373485 Got it. There's currently a 10k limit in Your Music (Songs + Albums + Artists). We have more info here: https://t.co/59ABtm5Ftl /HC,ambiguous_vague,CLARIFICATION_PROMPT,N/A,@373485 It's because less than 1% of users are reaching this Your Music limit. The limit ensures a great experience for most of the users /JP,VERIFIED,AI recommendation based on diagnostic symptoms: ambiguous_vague -> CLARIFICATION_PROMPT.,music_catalog_and_content,INFO_PROVISION,N/A,human,2026-09-13T15:58:30.600139,ambiguous_vague,CLARIFICATION_PROMPT,N/A,MEDIUM,False
SPOT-GOLD-114,1807211,@115888 can you please add a feature to easily view song lyrics within phone app? 😀 @SpotifyCares,None (thread root),music_catalog_and_content,INFO_PROVISION,N/A,"@542933 We hear you, Christine! At the moment, we'd recommend showing your support here: https://t.co/QUA026DQUH. Hope this helps 🙂 /DR",VERIFIED,AI recommendation based on diagnostic symptoms: music_catalog_and_content -> INFO_PROVISION.,music_catalog_and_content,INFO_PROVISION,N/A,human,2026-09-13T15:57:45.649656,music_catalog_and_content,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-115,2788004,@115888 is the website down?,None (thread root),service_outage_and_status,INFO_PROVISION,N/A,"@778299 Hey there, everything's good on our end! What's happening exactly? Are you getting any error messages when you try to access https://t.co/DgrXhBq3Hv? If so, can you send us a screenshot for us to check? /SY",VERIFIED,AI recommendation based on diagnostic symptoms: service_outage_and_status -> INFO_PROVISION.,service_outage_and_status,INFO_PROVISION,N/A,human,2026-09-13T15:57:45.822180,service_outage_and_status,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-116,979894,"@SpotifyCares But I don’t think I’ve downloaded 10k songs?🤔 thanks for your help, I’ll take a look at the link.",Prior Turn [SpotifyCares (979888)]: @352363 Hi! There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: https://t.co/WSjJgGAmPy /DR,offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,@352363 2: the songs you can add to your Library. There's more info about offline limit here: https://t.co/RQSpEmwWTn /DB,VERIFIED,AI recommendation based on diagnostic symptoms: offline_listening_and_downloads -> DIRECT_TROUBLESHOOT.,offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:45.975011,offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-117,67681,@SpotifyCares Tried this. Couldn't find the com.Spotify file anywhere on my phone. Reinstalled  and now it just won't open at all. https://t.co/U2KYQuBoeg,Prior Turn [SpotifyCares (67676)]: @131454 Thanks for the info. Can you try the steps here for us: https://t.co/PDA2aKzC6Q? They should help with this. Let us know how it goes /JI,app_crash_and_performance,ESCALATE_TO_HUMAN_DM,PERSISTENT_BUG_INTERNAL_LOGS,@131454 Hmm. Does restarting your device help at all? Can you try clearing your cache? Keep us posted /PL,VERIFIED,AI recommendation based on diagnostic symptoms: app_crash_and_performance -> ESCALATE_TO_HUMAN_DM.,app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:58:30.766828,app_crash_and_performance,ESCALATE_TO_HUMAN_DM,PERSISTENT_BUG_INTERNAL_LOGS,MEDIUM,False
SPOT-GOLD-118,1978382,@SpotifyCares why my downloaded albums are not downloaded any more? 🤔 on iOS 11.1,None (thread root),offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,@585781 Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /CG,VERIFIED,AI recommendation based on diagnostic symptoms: offline_listening_and_downloads -> DIRECT_TROUBLESHOOT.,offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:46.130984,offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-119,2642661,Hi @SpotifyCares I just got a new laptop &amp; wondering if there's a way to transfer downloaded songs from my old one w/o redownloading? Thanks,None (thread root),offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,@745698 2: There's more info about managing offline devices here: https://t.co/38J7tFlIBF /KB,VERIFIED,AI recommendation based on diagnostic symptoms: offline_listening_and_downloads -> DIRECT_TROUBLESHOOT.,offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:46.310938,offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-120,2672747,@SpotifyCares why did u charge me twice and why won’t my Hulu work?!,None (thread root),subscription_and_billing,ESCALATE_TO_HUMAN_DM,BILLING_RECEIPT_OR_PAYMENT_VERIFICATION,@752488 Hey Lexi! We've just replied to your DM. Let's carry on chatting there /C,VERIFIED,AI recommendation based on diagnostic symptoms: subscription_and_billing -> ESCALATE_TO_HUMAN_DM.,subscription_and_billing,ESCALATE_TO_HUMAN_DM,BILLING_RECEIPT_OR_PAYMENT_VERIFICATION,human,2026-09-13T15:58:30.929535,subscription_and_billing,ESCALATE_TO_HUMAN_DM,BILLING_RECEIPT_OR_PAYMENT_VERIFICATION,HIGH,True
SPOT-GOLD-121,447877,"@SpotifyCares  i cant log into my account and when i try to change the password it says The CSRF token is invalid, please help",None (thread root),account_access_and_login,INFO_PROVISION,N/A,"@221114 Hi Nafis! Can you DM us your account's username or email address, along with a screenshot of the error message you're getting? We'll look into this for you /NH https://t.co/ldFdZRiNAt",VERIFIED,AI recommendation based on diagnostic symptoms: account_access_and_login -> INFO_PROVISION.,account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,human,2026-09-13T15:58:31.080481,account_access_and_login,INFO_PROVISION,N/A,HIGH,False
SPOT-GOLD-122,2234671,@SpotifyCares Hi my account got hacked and they changed my email address. Can you help?,None (thread root),account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,@544761 Hey! That doesn't sound cool. Could you DM us your username or email address? /I https://t.co/ldFdZRiNAt,VERIFIED,Security issue or account lockout requires credential lookup via DM.,account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,human,2026-09-13T15:58:31.247823,account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,HIGH,True
SPOT-GOLD-123,2824409,"wow @115888 - ""Premium for Family"" isn't much use if I can't tell it which are kids (and filter!) and which are adults. ""Spotify for adults who live at the same address"" probably closer...",None (thread root),subscription_and_billing,INFO_PROVISION,N/A,@786908 Hey there! We could see why you'd like to filter explicit tracks. Vote here to show your support for the idea: https://t.co/sOiqGQrIHC /MA,VERIFIED,AI recommendation based on diagnostic symptoms: subscription_and_billing -> INFO_PROVISION.,subscription_and_billing,INFO_PROVISION,N/A,human,2026-09-13T15:57:46.478251,subscription_and_billing,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-124,1695015,@115888 @117168 You guys having web player issues by any chance? Keeps making me login over and over.,None (thread root),account_access_and_login,INFO_PROVISION,N/A,"@493459 Hey! Don't worry, we're on it. Our developers are looking into this, and we'll keep everyone updated /DF",VERIFIED,AI recommendation based on diagnostic symptoms: account_access_and_login -> INFO_PROVISION.,account_access_and_login,INFO_PROVISION,N/A,human,2026-09-13T15:57:46.617272,account_access_and_login,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-125,1689797,@SpotifyCares is the web player down or am I going crazy?,None (thread root),service_outage_and_status,INFO_PROVISION,N/A,"@513021 Hi Stephanie, help's here! Can you let us know your operating system and browser? We'll take a look backstage /XF",VERIFIED,AI recommendation based on diagnostic symptoms: service_outage_and_status -> INFO_PROVISION.,service_outage_and_status,INFO_PROVISION,N/A,human,2026-09-13T15:57:46.783828,service_outage_and_status,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-126,2131424,@SpotifyCares your app stops playing music when i close the app,None (thread root),playback_and_audio,DIRECT_TROUBLESHOOT,N/A,"@627282 Hi Nathan! Can you tell us what device, operating system, and Spotify version you're using? We'll see what we can suggest /NH",VERIFIED,AI recommendation based on diagnostic symptoms: playback_and_audio -> DIRECT_TROUBLESHOOT.,playback_and_audio,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:46.946411,playback_and_audio,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-127,1965505,@SpotifyCares Hey! I want to change my username and profile photo within the android app and unlink my Facebook profile please. DMed you.,None (thread root),account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,"@582614 Hi there, help's here! Could you DM us your account's username or email address? We'll see what we can suggest /RE https://t.co/ldFdZRiNAt",VERIFIED,AI recommendation based on diagnostic symptoms: account_access_and_login -> ESCALATE_TO_HUMAN_DM.,account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,human,2026-09-13T15:58:31.400199,account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,HIGH,True
SPOT-GOLD-128,1970790,@SpotifyCares It’s on every device. It says “Epic collection” and my library is full so I can’t add more songs without deleting them.,"Prior Turn [SpotifyCares (1970789)]: @583772 Hey Dan! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /MT",playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,@583772 Thanks for getting back. There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info at https://t.co/59ABtm5Ftl /AR,VERIFIED,AI recommendation based on diagnostic symptoms: playlist_library_and_curation -> DIRECT_TROUBLESHOOT.,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:47.120814,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-129,2946131,"@SpotifyCares hi, how do i change the cover image of a playlist?",None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,"@813773 Hi there! You'll need to use the desktop app in order to change your playlist image. For more info, click here: https://t.co/RdBx6bgO3d /AU",VERIFIED,AI recommendation based on diagnostic symptoms: playlist_library_and_curation -> DIRECT_TROUBLESHOOT.,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:47.262892,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-130,1521686,@SpotifyCares well it appears it is the case as I tried resetting without the ? in the password and it works. This is not communicated at all on the site,Prior Turn [Customer (1521686)]: @SpotifyCares   transferring my groove account is it not possible to use characters like ? in the password.,account_access_and_login,INFO_PROVISION,N/A,@472970 Hey there! We've replied to your DM. Check your inbox /LM,VERIFIED,AI recommendation based on diagnostic symptoms: account_access_and_login -> INFO_PROVISION.,account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,human,2026-09-13T15:58:31.558297,account_access_and_login,INFO_PROVISION,N/A,HIGH,False
SPOT-GOLD-131,956458,@115888 you need to make it possible to change the username,Prior Turn [Customer (956458)]: Should I create a new spotify acc? Mine is so old and full of songs I don't listen to anymore... and I wanna change my user name uuuugh,account_access_and_login,INFO_PROVISION,N/A,@346944 We hear you 🎧 Rest assured your feedback will be passed on to the right folks /DF,VERIFIED,AI recommendation based on diagnostic symptoms: account_access_and_login -> INFO_PROVISION.,account_access_and_login,INFO_PROVISION,N/A,human,2026-09-13T15:57:47.418007,account_access_and_login,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-132,1677555,@115888 @SpotifyCares is there a way to say “don’t play this artist ever again”?,None (thread root),music_catalog_and_content,INFO_PROVISION,N/A,"@510263 Hey Michael, we can see how that’d be useful! You can vote for the official idea here: https://t.co/hlXvRg5Zog /KL",VERIFIED,AI recommendation based on diagnostic symptoms: music_catalog_and_content -> INFO_PROVISION.,music_catalog_and_content,INFO_PROVISION,N/A,human,2026-09-13T15:57:47.569913,music_catalog_and_content,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-133,2748559,"@SpotifyCares Hello again, the voucher I'm thinking of buying is for a Christmas present for a friend so i want to surprise them.  I know it says on your site the voucher can be sent to a persons email address. Can I choose to have it delivered to my email address even though it's for a friend",Prior Turn [SpotifyCares (2748555)]: @401085 You're welcome! Let us know if you need anything else. We're always... https://t.co/30FxtpFyVv 🙂 /BD,account_access_and_login,INFO_PROVISION,N/A,"@401085 Hi again Declan. Yup, that's possible. Just set your email as the recipient when purchasing the e-card. Hope this helps /JP",VERIFIED,AI recommendation based on diagnostic symptoms: account_access_and_login -> INFO_PROVISION.,account_access_and_login,INFO_PROVISION,N/A,human,2026-09-13T15:57:47.738437,account_access_and_login,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-134,89536,@SpotifyCares are you aware of the iPhone X / iOS11 bug wherein if a video plays in another app it stops all audio coming from your app? Have to restart each time.,None (thread root),playback_and_audio,DIRECT_TROUBLESHOOT,N/A,"@135367 Hi there. Just to clarify, do you need to restart the app to continue your music, or do you just resume the playback? /LM",VERIFIED,AI recommendation based on diagnostic symptoms: playback_and_audio -> DIRECT_TROUBLESHOOT.,playback_and_audio,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:47.887495,playback_and_audio,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-135,2284415,@SpotifyCares Thanks a bunch. 👍👍👍👍,Prior Turn [SpotifyCares (2284414)]: @663845 Hey! We've just replied to your DM. Check your Messages 🙂 /BM,non_support_or_chatter,INFO_PROVISION,N/A,@663845 No worries! Let us know if we can help you with anything else /BM,VERIFIED,AI recommendation based on diagnostic symptoms: non_support_or_chatter -> INFO_PROVISION.,non_support_or_chatter,INFO_PROVISION,N/A,human,2026-09-13T15:57:48.053722,non_support_or_chatter,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-136,366685,"@SpotifyCares Hi, yes it freezes my computer so i have to reboot it. I cant run the app on my laptop at all. Do i need to reinstall it again?",Prior Turn [SpotifyCares (366680)]: @202846 Hey there! We're sorry to hear that. It's not currently possible to turn off automatic update. Are you still having issues with the app? /PB,app_crash_and_performance,ESCALATE_TO_HUMAN_DM,PERSISTENT_BUG_INTERNAL_LOGS,"@202846 Hmm. Let's narrow down the possible cause first. Are you getting any error messages? If so, can you send us a screenshot? /PB",VERIFIED,AI recommendation based on diagnostic symptoms: app_crash_and_performance -> ESCALATE_TO_HUMAN_DM.,app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:58:31.701111,app_crash_and_performance,ESCALATE_TO_HUMAN_DM,PERSISTENT_BUG_INTERNAL_LOGS,MEDIUM,False
SPOT-GOLD-137,2398323,@SpotifyCares are you guys working to get Taylor’s new album?,None (thread root),music_catalog_and_content,INFO_PROVISION,N/A,@668871 We’ll have it available to you as soon as it’s available to us! /I,VERIFIED,AI recommendation based on diagnostic symptoms: music_catalog_and_content -> INFO_PROVISION.,music_catalog_and_content,INFO_PROVISION,N/A,human,2026-09-13T15:57:49.512720,music_catalog_and_content,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-138,130893,"@115888 Offer not getting applied, can you help?",Prior Turn [Customer (130893)]: Premium gives you unlimited skips. Get 3 months now for just 0.99 CAD. https://t.co/DA4QGINkEW,subscription_and_billing,INFO_PROVISION,N/A,@145549 Hey! Could you send us a DM with your account's email address? We'll take a look backstage and see what we can suggest /BI https://t.co/ldFdZRiNAt,VERIFIED,AI recommendation based on diagnostic symptoms: subscription_and_billing -> INFO_PROVISION.,ambiguous_vague,CLARIFICATION_PROMPT,N/A,human,2026-09-13T15:58:31.886411,subscription_and_billing,INFO_PROVISION,N/A,HIGH,False
